Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20002.520251320722
39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.520251320722
31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,20002.520251320722
37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,20002.520251320722
36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.520251320722
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,20002.520251320722
,,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12,20002.520251320722
38.0,4.9,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25,20002.520251320722
37.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.520251320722
21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,,21,20002.520251320722
35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,20002.520251320722
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,20002.520251320722
28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520251320722
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.520251320722
29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,20002.520251320722
39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.52025131765
25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,20002.52025131765
34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,20002.52025131765
22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.52025131765
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.52025131765
28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.52025131765
32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.52025131765
,,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.52025131765
27.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.52025131765
35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,20002.52025131765
22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.52025131765
35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.52025131765
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,20002.520251317605
39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,20002.520251317605
33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,20002.520251317605
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,20002.520251317605
20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,20002.520251317605
34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,20002.520251317605
22.0,4.7,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,20002.520251317605
37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,20002.520251317605
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.520251317605
33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.520251317605
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520251317605
33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,20002.520251317605
24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,20002.520251317605
36.0,4.7,Sandstorms,High,2,Meal,scooter,2.0,No,Metropolitian,32,20002.520251316964
30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.520251316964
32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.520251316964
28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,20002.520251316964
21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.520251316964
39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520251316964
32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.520251316964
20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,20002.520251316964
,,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251316964
36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,20002.520251316964
28.0,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,20002.520251316964
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520251316964
39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,20002.520251316964
30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251316964
32.0,4.4,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.520251316815
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.520251316815
21.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,,27,20002.520251316815
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.520251316815
37.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Urban,28,20002.520251316815
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520251316815
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.520251316815
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,20002.520251316815
20.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,13,20002.520251316815
34.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.520251316815
38.0,4.8,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,20002.520251316815
,,,,3,Drinks,scooter,1.0,No,Metropolitian,26,20002.520251316815
32.0,4.5,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520251316815
34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,26,20002.520251316815
33.0,3.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.520251316815
34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520251316815
32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520251316815
,,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,42,20002.5202513016
34.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5202513016
26.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,20002.5202513016
31.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.5202513016
39.0,4.8,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.5202513016
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.5202513016
32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,20002.5202513016
32.0,4.5,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.5202513016
39.0,4.1,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.5202513016
36.0,4.8,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,25,20002.5202513016
37.0,4.1,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.5202513016
37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,20002.5202513016
38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520251297814
28.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.520251297814
34.0,3.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20002.520251297814
32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.520251297814
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,20002.520251297814
31.0,4.0,Windy,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,20002.520251297814
27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.520251297814
29.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,20002.520251297814
38.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,20002.520251297814
35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20002.520251297814
31.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.520251297814
30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,20002.520251297814
24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,10,20002.520251297814
33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,20002.520251297814
29.0,4.6,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.52025128374
38.0,4.6,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,26,20002.52025128374
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.52025128374
39.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26,20002.52025128374
24.0,4.5,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,20002.52025128374
34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.52025128374
26.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,20002.52025128374
35.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.52025128374
36.0,4.2,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.52025128374
24.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,Yes,Metropolitian,42,20002.52025128374
,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,17,20002.52025128374
33.0,4.3,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.52025128374
26.0,4.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.52025128374
32.0,5.0,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,30,20002.52025128374
37.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,20002.52025128374
26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.520251244823
31.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.520251244823
37.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,20002.520251244823
26.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,16,20002.520251244823
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.520251244823
22.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.520251244823
21.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.520251244823
22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.520251244823
38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,20002.520251244823
28.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520251244823
29.0,4.7,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,17,20002.520251244823
31.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.520251244823
24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.520251244823
33.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.520251244823
26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520251244823
,,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.520251240134
20.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.520251240134
29.0,4.8,Windy,Low,1,Buffet,scooter,0.0,No,Urban,12,20002.520251240134
32.0,4.0,Windy,Medium,0,Buffet,motorcycle,3.0,Yes,Urban,49,20002.520251240134
20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.520251240134
26.0,5.0,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,20002.520251240134
38.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.520251240134
34.0,4.6,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,27,20002.520251240134
27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,20002.520251240134
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520251240134
24.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,20002.520251240134
21.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.520251240134
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251240134
35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520251240134
35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,20002.520251240134
,,,,3,Snack,scooter,1.0,No,Metropolitian,20,20002.520251240134
,,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,13,20002.520251240134
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520251131635
21.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520251131635
29.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,29,20002.520251131635
22.0,4.7,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.520251131635
,,,,1,Drinks,scooter,0.0,No,Urban,27,20002.520251131635
24.0,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,20002.520251131635
23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,20002.520251131635
27.0,4.6,Windy,High,2,Drinks,scooter,,No,Urban,12,20002.520251131635
33.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.520251131635
35.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.520251131635
21.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,20002.520251131635
39.0,4.4,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,20002.520251131635
34.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.520251131635
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520251131635
20.0,4.7,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.52025075938
20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,20002.52025075938
30.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.52025075938
37.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.52025075938
39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,,25,20002.520250757818
26.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520250757818
32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,3.0,Yes,Urban,48,20002.520250757818
21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.520250757818
35.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,29,20002.52025074798
39.0,4.6,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,32,20002.52025074798
39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.52025074798
27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.52025074713
33.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.52025074713
33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,20002.52025074713
37.0,4.7,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,40,20002.520250746507
20.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,11,20002.520250746507
20.0,4.6,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,19,20002.520250746507
31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,20002.520250746285
27.0,4.6,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.520250746285
37.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,15,20002.520250746285
34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,20002.52025074511
25.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,11,20002.52025074511
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.52025074511
23.0,4.7,Stormy,Low,1,Meal,scooter,1.0,No,,16,20002.52025074181
27.0,5.0,Fog,High,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.52025074181
36.0,4.7,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,16,20002.520250739977
30.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,,42,20002.520250739977
20.0,4.9,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.52025073624
28.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.52025073624
36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.52025073624
20.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.52025073509
22.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.52025073509
28.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,25,20002.52025073509
34.0,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.520250734502
25.0,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.520250734502
38.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,20002.520250734502
34.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,20002.52025073221
24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.52025073221
33.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,50,20002.52025073221
21.0,4.6,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,20002.520250731694
25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.520250731694
23.0,4.9,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.520250731694
34.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.520250731694
25.0,4.7,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,20002.520250731573
28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,20002.520250731573
34.0,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.520250731573
24.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,20002.520250731573
31.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,26,20002.520250729507
38.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250729507
32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520250729507
28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.52025072816
29.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.52025072816
28.0,4.8,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20002.52025072816
39.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.520250720732
39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.520250720732
26.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,20002.520249383313
33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.520249383313
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,20002.520249383313
,,,,3,Drinks,scooter,0.0,No,Metropolitian,24,20002.520249383313
24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.52024938057
36.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,20002.52024937982
22.0,4.7,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,20002.52024937982
21.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.52024937982
29.0,5.0,Windy,Low,1,Buffet,scooter,,No,Urban,16,20002.52024937664
33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.52024937664
27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.52024937664
,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.52024937664
30.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.52024937658
22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.52024937658
20.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,20002.52024937658
31.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.520249374986
36.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.520249374986
39.0,4.9,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,20002.520249374986
32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.520249373556
23.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.520249373556
30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20002.520249373556
26.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,20002.520249372632
,,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.520249372465
21.0,4.9,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,20002.520249372465
23.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.520249372465
22.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.520249372465
39.0,4.5,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.520249370904
32.0,4.1,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.520249370904
25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.520249370904
30.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520249370886
25.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,30,20002.520249370886
26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.520249370886
30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,20002.520249370304
31.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520249370304
33.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.520249370304
20.0,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,20002.520249370304
36.0,4.3,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33,20002.520249370024
20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.520249370024
,,,,3,Buffet,scooter,,No,Metropolitian,16,20002.520249370024
38.0,4.1,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,20002.520249370024
37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.52024936258
28.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,40,20002.52024936258
39.0,3.5,Cloudy,Low,2,Meal,motorcycle,0.0,No,Urban,32,20002.52024936258
31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,20002.52024936258
30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,20002.520246778717
27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520246778717
30.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520246778717
29.0,4.5,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,30,20002.520246778717
35.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520246778717
34.0,4.9,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,31,20002.520246778717
37.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.520246778717
34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520246778717
31.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.520246778717
23.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.520246778717
29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246778717
20.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,11,20002.520246778717
26.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21,20002.520246778717
34.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Urban,44,20002.520246757063
34.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520246757063
21.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,20002.520246757063
35.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.520246757063
20.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,12,20002.520246757063
24.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,39,20002.520246757063
